id,type,modified,institutionCode,collectionCode,basisOfRecord,occurrenceID,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,lifeStage,reproductiveCondition,establishmentMeans,occurrenceStatus,preparations,associatedSequences,associatedTaxa,previousIdentifications,eventDate,verbatimEventDate,habitat,eventRemarks,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,locationRemarks,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy,dateIdentified,identificationRemarks,identificationQualifier,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalStatus
NSW:NSW:NSW 199299,PhysicalObject,2019-03-29 14:17:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 199299,NSW 199299,"Frequent twisted tree to 12 m high. Smooth spotted grey bark, much reversion growth in canopy.",2784,"Hill, K.D.",,fruit,,Present,sheet,,,,1988-05-03,,"Tall dry sclerophyll woodland on ridge crest with Eucalyptus beyeri, E. punctata, E. fergusonii, E. prominula, Corymbia eximia, and Persoonia, Pultenaea, Bossiaea under. Shallow sandy soil on sandstone.",,,,,,Australia,,New South Wales,Yengo National Park,"Old Convict Road, 5.5 km due W of Paynes Crossing bridge,","Old Convict Road, 5.5 km due W of Paynes Crossing bridge,",,200.0,200.0,,,,,"32,52,,S,151,01,,E,",,,,,-32.87,151.02,,1000.0,,,,,,,,,,,,,,Angophora euryphylla (L.A.S.Johnson ex G.J.Leach) L.A.S.Johnson & K.D.Hill,,,,,Myrtaceae,Angophora,euryphylla,,,(L.A.S.Johnson ex G.J.Leach) L.A.S.Johnson & K.D.Hill,
NSW:NSW:NSW 199916,PhysicalObject,2018-11-28 12:01:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 199916,NSW 199916,Tree to 70 feet [21.3 m]. Bark rough. [May be cited as computerised collection number AQ 404767.],1217,"Pedley, L.",,flowers | fruit,native,Present,sheet,,,,1963-02-05,,,,,,,,Australia,,Queensland,,Maidenhead,Maidenhead,,,,,,,,"29,10,,S,151,22,,E,",,,,,-29.17,151.37,,10000.0,,,,,,,,,,,,,,Angophora floribunda -- subvelutina,,,,,Myrtaceae,Angophora,floribunda -- subvelutina,,,,
NSW:NSW:NSW 205757,PhysicalObject,2019-03-29 10:29:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 205757,NSW 205757,"Locally frequent. Tree to 20 m high. Thick, fissured, shortly fibrous bark, white flowers.",1328,"Hill, K.D.",,buds | flowers,native,Present,sheet,,,,1986-01-01,,"Dry sclerophyll forest, Corymbia tessellaris, C. polycarpa, Eucalyptus melanophloia, Livistona, Macrozamia moorei, E. tereticornis. Broad, flat floodplain through sandstone. Grey sandy alluvium on creek levee.",,,,,,Australia,,Queensland,,Carnarvon Gorge campground,Carnarvon Gorge campground,,,,,,,,"25,03,,S,148,14,,E,",,,,,-25.05,148.23,,10000.0,,,,,,,,,,,,,,Angophora expansa L.A.S.Johnson & K.D.Hill,,,,,Myrtaceae,Angophora,expansa,,,L.A.S.Johnson & K.D.Hill,
NSW:NSW:NSW 249396,PhysicalObject,2019-03-29 14:17:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 249396,NSW 249396,"Locally abundant. Tree 8-10 m high with smooth, pinkish-grey bark.",15438,"Coveny, R.G.",,fruit,native,Present,sheet,,,,1991-08-08,,"Dry sclerophyll forest with Eucalyptus punctata, E. eximia, E. gummifera, E. squamosa, E. sparsifolia, Angophora euryphylla, Persoonia levis, P. linearis, Grevillea sphacelata, Leptospermum trinervium, etc. on exposed ridge. Sandstone.",,,,,,Australia,,New South Wales,,"Staircase Hill, quarry on E side of road at crest of hill near entrance to ""High Wollemi"" property, 77 km N of Wilberforce on the Windsor - Singleton road","Staircase Hill, quarry on E side of road at crest of hill near entrance to ""High Wollemi"" property, 77 km N of Wilberforce on the Windsor - Singleton road",,,,,,,,"33,03,,S,150,41,,E,",,,,,-33.05,150.68,,,,,,,,,,,"Hill, K.D.",1992-01,,,,Angophora euryphylla (L.A.S.Johnson ex G.J.Leach) L.A.S.Johnson & K.D.Hill,,,,,Myrtaceae,Angophora,euryphylla,,,(L.A.S.Johnson ex G.J.Leach) L.A.S.Johnson & K.D.Hill,
NSW:NSW:NSW 253252,PhysicalObject,2019-03-29 15:01:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 253252,NSW 253252,"Small tree. Bark rough persistent on all trunk, decorticating in long scales. Fibrous, light grey with underbark reddish. Leaves same green both sides. Fruit dry.",98,"D'Orazio, R.",,fruit,native,Present,sheet,,,,1992-02-23,,Along road.,,,,,,Australia,,New South Wales,,"Armstrong street, Seaforth.","Armstrong street, Seaforth.",,,,,,,,"33,45,,S,151,15,,E,",,,,,-33.75,151.25,,,,,,,,,,,,,,,,Angophora bakeri E.C.Hall,,,,,Myrtaceae,Angophora,bakeri,,,E.C.Hall,
NSW:NSW:NSW 261578,PhysicalObject,2019-03-29 14:17:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 261578,NSW 261578,Medium tree with smooth bark. [ex Herb. T.M. Tame],3477,"Tame, T.M.",,fruit,native,Present,sheet,,,,1992-09-27,,Sandstone ridgetop. Rocky skeletal sandy soil.,,,,,,Australia,,New South Wales,,Broken Back Range,Broken Back Range,,,,,,,,"32,46,,S,151,13,,E,",,,,,-32.77,151.22,,10000.0,,,,,,,,,,,,,,Angophora euryphylla (L.A.S.Johnson ex G.J.Leach) L.A.S.Johnson & K.D.Hill,,,,,Myrtaceae,Angophora,euryphylla,,,(L.A.S.Johnson ex G.J.Leach) L.A.S.Johnson & K.D.Hill,
NSW:NSW:NSW 269151,PhysicalObject,2019-03-29 14:17:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 269151,NSW 269151,"Locally occasional. Tree, 9-10 m high.",504,"Wiecek, B.M.",,fruit,,Present,sheet,,,,1993-04-05,,"Windswept ridgetop with Angophora costata, and numerous sclerophyllous shrubs in the understorey.",,,,,,Australia,,New South Wales,,"Broken Back Range, track W of Broken Back Trig out to Mans Head Point, saddle S side of ridge","Broken Back Range, track W of Broken Back Trig out to Mans Head Point, saddle S side of ridge",,500.0,500.0,,,,,"32,46,,S,151,12,,E,",,,,,-32.77,151.2,,10000.0,,,,,,,,,"Wiecek, B.M.",1993-05-07,,,,Angophora euryphylla (L.A.S.Johnson ex G.J.Leach) L.A.S.Johnson & K.D.Hill,,,,,Myrtaceae,Angophora,euryphylla,,,(L.A.S.Johnson ex G.J.Leach) L.A.S.Johnson & K.D.Hill,
NSW:NSW:NSW 355420,PhysicalObject,2019-01-25 13:05:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 355420,NSW 355420,"Common shrub c. 1.5 m high; foliage glaucous; fls white, fragrance rather sour. [Distributed by the Dept of Botany University of California, Davis]",19120,"Webster, G.L.",,buds | flowers,,Present,sheet,,,,1973-12-01,,"Eucalypt scrub woodland, alt. 450 ft [137 m].",,,,,,Australia,,New South Wales,Royal National Park,"On Warumbul Road c. 1.5 ml [2.4 km] southeast of Audley,","On Warumbul Road c. 1.5 ml [2.4 km] southeast of Audley,",,137.0,137.0,,,,,"34,05,,S,151,05,,E,",,,,,-34.08,151.08,,10000.0,,,,,,,,,,,,,,Angophora hispida (Sm.) Blaxell,,,,,Myrtaceae,Angophora,hispida,,,(Sm.) Blaxell,
NSW:NSW:NSW 355421,PhysicalObject,2019-01-15 16:51:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 355421,NSW 355421,"13-5-5 [ex The Musson Herbarium, Hawkesbury Agricultural College, Richmond]",,"Carne, W.M.",,,native,Present,sheet,,,,1905-05-13,,,,,,,,Australia,,New South Wales,[Royal] National Park,,,,,,,,,,"34,08,,S,151,04,,E,",,,,,-34.13,151.07,,10000.0,,,,,,,,,,,,,,Angophora hispida (Sm.) Blaxell,,,,,Myrtaceae,Angophora,hispida,,,(Sm.) Blaxell,
NSW:NSW:NSW 355498,PhysicalObject,2019-01-14 17:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 355498,NSW 355498,"Tree - 30 feet [9.1 m] high, with fruit & seedlings and young growth, and a smoth reddish bark.",679,"Melville, R.",,fruit,native,Present,sheet,,,,1952-08-30,,In Angophora-Eucalyptus forest. On edge of steep scarp & on rock ledges of Hawkesbury sandstone.,,,,,,Australia,,New South Wales,,Peats Ferry Ridge [? Bridge],Peats Ferry Ridge [? Bridge],,,,,,,,"33,35,,S,151,14,,E,",,,,,-33.58,151.23,,10000.0,,,,,,,,,,,,,,Angophora costata (Gaertn.) Britten,,,,,Myrtaceae,Angophora,costata,,,(Gaertn.) Britten,
NSW:NSW:NSW 355502,PhysicalObject,2019-02-11 12:16:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 355502,NSW 355502,"[ex Museum of Applied Arts and Sciences, Sydney]",,"Small, B.E.",,,native,Present,sheet,,,,1966-10,,,,,,,,Australia,,New South Wales,,"Cemetry [Cemetery] Road, Castle Hill","Cemetry [Cemetery] Road, Castle Hill",,,,,,,,"33,45,,S,150,59,,E,",,,,,-33.75,150.98,,10000.0,,,,,,,,,,,,,,Angophora costata (Gaertn.) Britten,,,,,Myrtaceae,Angophora,costata,,,(Gaertn.) Britten,
NSW:NSW:NSW 355580,PhysicalObject,2019-02-11 12:16:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 355580,NSW 355580,"[ex Museum of Applied Arts and Sciences, Sydney]",,"Small, B.E.",,fruit,native,Present,sheet,,,,1966-11,,,,,,,,Australia,,New South Wales,,"creek off Showground Road, Castle Hill","creek off Showground Road, Castle Hill",,,,,,,,"33,45,,S,150,59,,E,",,,,,-33.75,150.98,,10000.0,,,,,,,,,,,,,,Angophora floribunda (Sm.) Sweet,,,,,Myrtaceae,Angophora,floribunda,,,(Sm.) Sweet,
NSW:NSW:NSW 355698,PhysicalObject,2019-01-14 17:11:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 355698,NSW 355698,"Isolated tree, spreading habit ca 50 feet [15.2 m]. [Collected under the auspices of the Maud Gibson Trust of the Melbourne Botanic Gardens and National Herbarium.]",2779,"Melville, R.",,buds,native,Present,sheet,,,,1953-01-09,,In grass paddock.,,,,,,Australia,,Victoria,,"Mallacoota, towards Bastion Point, Gippsland","Mallacoota, towards Bastion Point, Gippsland",,,,,,,,"37,34,,S,149,45,,E,",,,,,-37.57,149.75,,10000.0,,,,,,,,,,,,,,Angophora floribunda (Sm.) Sweet,,,,,Myrtaceae,Angophora,floribunda,,,(Sm.) Sweet,
NSW:NSW:NSW 355702,PhysicalObject,2019-04-23 13:01:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 355702,NSW 355702,"Smooth bark, pinkish, willowy, branches. Some large and strikingly beautiful trees.",2315,"McKie, E.N.",,fruit,native,Present,sheet,,,,1939-11-15,,Barren sandy soil - sandstone rocks.,,,,,,Australia,,New South Wales,,from outskirts of Warialda,from outskirts of Warialda,,,,,,,,"29,32,,S,150,35,,E,",,,,,-29.53,150.58,,10000.0,,,,,,,,,,,,,,Angophora leiocarpa (L.A.S.Johnson ex G.J.Leach) K.R.Thiele & Ladiges,,,,,Myrtaceae,Angophora,leiocarpa,,,(L.A.S.Johnson ex G.J.Leach) K.R.Thiele & Ladiges,
NSW:NSW:NSW 355770,PhysicalObject,2019-01-14 17:09:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 355770,NSW 355770,"Tree - 50 feet [15.2 m] high, branches very brittle, tinged red, trunk bark gum-like, flushed pink. [ex Herbario Kewensi]",3653,"Melville, R.",,fruit,native,Present,sheet,,,,1953-04-06,,In roadside remnant of Eucalypt forest with Eucalyptus [Corymbia] tessellaris.,,,,,,Australia,,Queensland,,about 10 miles [16.1 km] south of Ipswich,about 10 miles [16.1 km] south of Ipswich,,,,,,,,"27,47,,S,152,47,,E,",,,,,-27.78,152.78,,10000.0,,,,,,,,,,,,,,Angophora leiocarpa (L.A.S.Johnson ex G.J.Leach) K.R.Thiele & Ladiges,,,,,Myrtaceae,Angophora,leiocarpa,,,(L.A.S.Johnson ex G.J.Leach) K.R.Thiele & Ladiges,
NSW:NSW:NSW 355777,PhysicalObject,2019-01-14 17:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 355777,NSW 355777,"CULT. Seedlings, seed sent from Herb. Sydney for carp clloection q.v..",,Unknown,,sterile,native,Present,sheet,,,,1954-09-14,,,,,,,,England,,,,"CULTIVATED in Australian Pits, Kew","CULTIVATED in Australian Pits, Kew",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angophora costata (Gaertn.) Britten,,,,,Myrtaceae,Angophora,costata,,,(Gaertn.) Britten,
NSW:NSW:NSW 355779,PhysicalObject,2019-07-04 13:52:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 355779,NSW 355779,"CULT. Open-, high-headed, round-spreading tree, c. 35' [10.6 m] high & 30' [9.1 m] across; trunk free to 6' [1.8 m], colourful, a variable glaucous-gray to rich buff brown, pinkish; branches ascending- spreading, smaller arching; leaves terminal, dark glossy-olive-green, leathery; flowering profuse; petals white, abruptly reflexed; filaments white. [LASCA Ac. # 54-S-1694]",5302,"Griffiths, A.",,flowers | fruit,native,Present,sheet,,,,1967-05-31,,,,,,,,United States,,California,,"CULTIVATED - K-10-SW, Golden Gate Park, San Francisco.","CULTIVATED - K-10-SW, Golden Gate Park, San Francisco.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angophora costata (Gaertn.) Britten,,,,,Myrtaceae,Angophora,costata,,,(Gaertn.) Britten,
