id,type,modified,institutionCode,collectionCode,basisOfRecord,occurrenceID,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,lifeStage,reproductiveCondition,establishmentMeans,occurrenceStatus,preparations,associatedSequences,associatedTaxa,previousIdentifications,eventDate,verbatimEventDate,habitat,eventRemarks,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,locationRemarks,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy,dateIdentified,identificationRemarks,identificationQualifier,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalStatus
NSW:NSW:NSW 10146,PhysicalObject,2019-06-19 11:50:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 10146,NSW 10146,"Australia A. Cunningham. [3rd] voyage of ""Mermaid"", 1820. [""Blakely has ""redetermined"" the type of E. clavigera (1843) as E. grandifolia (1866) while maintaining both species!"" LJ [L.A.S. Johnson]",242,"Cunningham, A.",,buds | flowers,native,Present,sheet,,,,1820,,,,,,,,Australia,,Western Australia,,"Careening Bay, S of York Sound","Careening Bay, S of York Sound",,,,,,,,"15,06,,S,125,00,,E,",,,,,-15.1,125.0,,10000.0,,,,,,,,,"Wilson, Peter G.",2019-03-26,,,isotype,Corymbia clavigera (A.Cunn. ex Schauer) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,clavigera,,,(A.Cunn. ex Schauer) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 10158,PhysicalObject,2019-01-25 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 10158,NSW 10158,[this could be either a ISOTYPE or an ISOSYNTYPE],,"Brown, R.",,buds | fruit,native,Present,,,,,1802-11-17,,,,,,,,Australia,,Queensland,,Allens and Sweers Islands,Allens and Sweers Islands,,,,,,,,"17,04,,S,139,17,,E,",,,,,-17.07,139.28,,25000.0,,,,,,,,,,,,,isotype,Corymbia grandifolia subsp. grandifolia (R.Br. ex Benth.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,grandifolia,,subsp.,(R.Br. ex Benth.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 17719,PhysicalObject,2019-06-07 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 17719,NSW 17719,"Trees 30 ft [9.1 m] with rather ""puffy"" bloodwood bark. Drooping foliage.",,"Johnson, L.A.S.",,fruit,,Present,sheet,,,,1951-09,,Abundant on sandstone ridges at & near top.,,,,,,Australia,,New South Wales,,"Lees Pinch, Wollar - Merriwa road","Lees Pinch, Wollar - Merriwa road",,457.0,457.0,,,,,"32,24,,S,150,10,,E,",,,,,-32.4,150.17,,1000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 17730,PhysicalObject,2019-06-07 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 17730,NSW 17730,"Stunted bloodwood 8' [2.4 km]. Grades into tall trees lower down mountain side. Bark puffy, ends of branches smoothish.",,"Johnson, L.A.S.",,fruit,,Present,sheet,,,,1951-06-13,,"On trachyte craggy ridge just N of summit (W of ""saucer"").",,,,,,Australia,,Queensland,,"Near summit of Ngungun, Glass House Mountains.","Near summit of Ngungun, Glass House Mountains.",,274.0,274.0,,,,,"26,54,,S,152,56,,E,",,,,,-26.9,152.93,,1000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 17916,PhysicalObject,2019-06-07 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 17916,NSW 17916,Puffy bloodwood bark except ends of branches. Trees 30-40 ft [9.1-13.7 m].,,"Johnson, L.A.S.",,fruit,,Present,sheet,,,,1951-11-07,,"Common in belts on rolling sandstone country in the southern Pilliga Scrub, also on hills near Coonabarabran Township.",,,,,,Australia,,New South Wales,,c. 15 miles [24 km] north-northeast of Coonabarabran on Narrabri Road,c. 15 miles [24 km] north-northeast of Coonabarabran on Narrabri Road,,396.0,396.0,,,,,"31,05,,S,149,24,,E,",,,,,-31.08,149.4,,1000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 17943,PhysicalObject,2019-06-07 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 17943,NSW 17943,"Trees 30 ft [9.1 m]. Rather ""puffy"" bloodwood bark. Southern limit of the species.",,"Johnson, L.A.S.",,fruit,native,Present,sheet,,,,1951-09-19,,"Frequent on sandstone ridges with Eucalyptus sideophloia, etc.",,,,,,Australia,,New South Wales,,"Coxs Gap, 4 mile [6.4 km] W of Kerrabee","Coxs Gap, 4 mile [6.4 km] W of Kerrabee",,,,,,,,"32,26,,S,150,15,,E,",,,,,-32.43,150.25,,1000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 21450,PhysicalObject,2019-04-11 14:41:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 21450,NSW 21450,,,"Macadam, J.",,buds | flowers | fruit,native,Present,sheet,,,,1950,,,,,,,,Papua New Guinea,,Central,,Konidobo [Kondobo],Konidobo [Kondobo],,,,,,,,"08,38,,S,142,31,,E,",,,,,-8.63,142.52,,1000.0,,,,,,,,,,,,,,Corymbia papuana (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,papuana,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 21494,PhysicalObject,2019-04-11 14:41:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 21494,NSW 21494,,6054,"Brass, L.J.",,fruit,native,Present,sheet,,,,1934-03,,,,,,,,Papua New Guinea,,Western Highlands,,"Daru Island, W Division","Daru Island, W Division",,,,,,,,"09,05,,S,143,13,,E,",,,,,-9.08,143.22,,10000.0,,,,,,,,,,,,,,Corymbia papuana (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,papuana,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 23526,PhysicalObject,2019-06-07 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 23526,NSW 23526,"Trees 40 ft [12.2 m]. Bark a rather ""puffy"" bloodwood type. Large flakes.",,"Johnson, L.A.S.",,fruit,native,Present,sheet,,,,1953-04-10,,Common on sandstone ridge.,,,,,,Australia,,New South Wales,,Worondi Rivulet to Gungal Creek,Worondi Rivulet to Gungal Creek,,,,,,,,"32,20,,S,150,38,,E,",,,,,-32.33,150.63,,1000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 84455,PhysicalObject,2019-03-11 12:59:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 84455,NSW 84455,"Medium tree, 20-25 ft [6-7.6 m].",743,"Fox, R.",,fruit,native,Present,sheet,,,,1966-11,,"Open forest, assoc. E. alba, E. miniata, on a flat, on maedow podsol.",,,,,,Australia,,Northern Territory,,"Swamp, Howard Spring Reserve","Swamp, Howard Spring Reserve",,,,,,,,"12,28,,S,131,03,,E,",,,,,-12.47,131.05,,10000.0,,,,,,,,,,,,,,Corymbia arafurica K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,arafurica,,,K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 198550,PhysicalObject,2019-06-07 14:49:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 198550,NSW 198550,"17 m high. Grey to yellowish-grey, flaky bloodwood type bark. Small branches smooth.",760,"Bean, A.R.",,fruit,native,Present,sheet,,,,1988-02-16,,"With C. maculata, S. suffulgens & E. aff. umbra.",,,,,,Australia,,Queensland,Carnarvon Gorge National Park,"Top of Boolimba Bluff,","Top of Boolimba Bluff,",,,,,,,,"25,03,,S,148,14,,E,",,,,,-25.05,148.23,,1000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 198551,PhysicalObject,2019-06-07 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 198551,NSW 198551,15 m high. Yellowish-grey bloodwood bark persistent except on small branches.,762,"Bean, A.R.",,buds | flowers | fruit,native,Present,sheet,,,,1988-02-17,,"Plateau. With H. tenuipes, S. umbellata & Casuarina inophloia.",,,,,,Australia,,Queensland,,"Plateau south of Wallaroo, on Injune - Rolleston road","Plateau south of Wallaroo, on Injune - Rolleston road",,,,,,,,"25,20,,S,148,40,,E,",,,,,-25.33,148.67,,10000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 198552,PhysicalObject,2019-06-07 14:49:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 198552,NSW 198552,"8 m high. Grey-yellow, flaky, persistent bark except on small branches.",773,"Bean, A.R.",,fruit,native,Present,sheet,,,,1988-02-19,,"Sandstone ridgetop. With C. hendersonii, S. major, A. costata & Lysicarpus. White sandy soil.",,,,,,Australia,,Queensland,Mount Moffatt National Park,"On road to Consuelo Tableland,","On road to Consuelo Tableland,",,,,,,,,"24,56,30,S,148,00,,E,",,,,,-24.9416667,148.0,,1000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 198553,PhysicalObject,2019-06-07 14:49:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 198553,NSW 198553,"8 m high. Bloodwood bark, grey or yellowish-grey. Small branches smooth & pale yellow.",776,"Bean, A.R.",,fruit,native,Present,sheet,,,,1988-02-20,,"With C. polycarpa, S. chloroclada, A. costata & Callitris sp. Red sand with rocks.",,,,,,Australia,,Queensland,,"24.4 km north of Mitchell, towards Forest Vale","24.4 km north of Mitchell, towards Forest Vale",,,,,,,,"26,18,,S,147,59,,E,",,,,,-26.3,147.98,,1000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 199923,PhysicalObject,2019-04-11 14:25:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 199923,NSW 199923,"A tree 20 m tall. Bark white, smooth with rough tessellated stocking to 1 m.",5018,"Clarkson, J.R.",,buds,,Present,sheet,,,,1983-09-15,,On river levee. Silty clay loam.,,,,,,Australia,,Queensland,,Morehead R. crossing on track W of Breeza Plains to Pelican Lagoon,Morehead R. crossing on track W of Breeza Plains to Pelican Lagoon,,25.0,25.0,,,,,"14,50,,S,143,55,,E,",,,,,-14.83,143.92,,1000.0,,,,,,,,,"Johnson, L.A.S.",1991,,,,Corymbia papuana x C. tessellaris (or derivative),,,,,Myrtaceae,Corymbia,x papuana,,,,
NSW:NSW:NSW 199928,PhysicalObject,2019-04-11 14:25:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 199928,NSW 199928,"A tree to 8 m tall with a weeping habit. Bark smooth white, with a rough stocking to 1 m.",5010,"Clarkson, J.R.",,buds,native,Present,sheet,,,,1983-09-13,,A small grove of Melaleuca overtopped by Eucalyptus on an open plain of cracking clay loam.,,,,,,Australia,,Queensland,,4.2 km from Marina Plains on the track to Bizant,4.2 km from Marina Plains on the track to Bizant,,,,,,,,"14,34,,S,143,53,,E,",,,,,-14.57,143.88,,1000.0,,,,,,,,,"Johnson, L.A.S.",1991,,,,Corymbia papuana x C. tessellaris (or derivative),,,,,Myrtaceae,Corymbia,x papuana,,,,
NSW:NSW:NSW 200061,PhysicalObject,2019-04-11 15:04:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 200061,NSW 200061,"Locally frequent. Tree to 6 m high. Smooth white bark, variable irregular scaly patches on lower trunk (often absent). Sheet 1 of 2.",1773,"Hill, K.D.",,fruit,native,Present,sheet,,,,1986-07-22,,"Open flat area.  Savannah woodland, Eucalyptus leptophleba, E. aff papuana, E. platyphylla. Grey brown alluvial clay loam with laterite nodules.",,,,,,Australia,,Queensland,,47 km N of Archer River on Peninsula Development Road,47 km N of Archer River on Peninsula Development Road,,,,,,,,"13,04,,S,142,47,,E,",,,,,-13.07,142.78,,1000.0,,,,,,,,,,,,,,Corymbia papuana (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,papuana,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 202816,PhysicalObject,2019-06-07 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 202816,NSW 202816,"tree to 60 ft [18.2 m], much branched above about 6 ft [1.8 m]; bark greyish-brown with spongy friable flakes.",2536,"Everist, S.L.",,fruit,native,Present,sheet,,,,1951-06-01,,On ridge of yellow sandy loam.,,,,,,Australia,,New South Wales,,5 miles NE of Yetman,5 miles NE of Yetman,,,,,,,,"28,55,,S,150,55,,E,",,,,,-28.92,150.92,,10000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 205212,PhysicalObject,2019-06-07 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 205212,NSW 205212,"Tree to 12 m high. Flaky, brownish-yellow bark on trunk and large branches, outer branches smooth.",169,"Bean, A.R.",,,native,Present,sheet,,,,1985-05-02,,Assoc. S. exilipes on skeletal soil.,,,,,,Australia,,Queensland,,"White Mountain, northwest of Pentland","White Mountain, northwest of Pentland",,,,,,,,"20,23,,S,145,00,,E,",,,,,-20.38,145.0,,,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 205758,PhysicalObject,2019-06-07 14:49:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 205758,NSW 205758,"Locally frequent. Tree to 15 m high. Pale grey flaky bloodwood bark, pale yellow-brown under. Dull bluish-green leaves. Separate juveniles.",1329,"Hill, K.D.",,fruit | sterile,native,Present,sheet,,,,1986-01-01,,"Open grassy woodland, C. maculata, C. sp., C. erythrophloia (on basalt) Eucalyptus suffulgens, C. hendersonii, E. irritans. Cliff edge and flat top of mesa. Red sandy loam on sandstone, basalt remnants.",,,,,,Australia,,Queensland,,"Boolimba Bluff, above Carnarvon Gorge campground","Boolimba Bluff, above Carnarvon Gorge campground",,,,,,,,"25,03,,S,148,14,,E,",,,,,-25.05,148.23,,1000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 206152,PhysicalObject,2019-06-07 14:50:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 206152,NSW 206152,"25 cm trunk, 10 m high.",unknown,"Pearson, D.",,,native,Present,sheet,,,,1981-09-02,,"Growing in a grove of young trees in woodland with E. rossi, E. crebra. On skeletal soil on trachyte outcrop.",,,,,,Australia,,New South Wales,,5 km W of Coonabarabran.,5 km W of Coonabarabran.,,,,,,,,"31,16,,S,149,14,,E,",,,,,-31.27,149.23,,,,,,,,,,,"Johnson, L.A.S.",1988-06,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 206576,PhysicalObject,2019-06-07 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 206576,NSW 206576,Locally abundant. Tree to 10 m high. Pale soft scaly bloodwood bark.  Plants often multistemmed and proliferating from root suckers.,2777,"Hill, K.D.",,fruit,native,Present,sheet,,,,1987-10-21,,"Dry sclerophyll woodland on rocky slope, C. trachyphloia, Eucalyptus fibrosa ssp. nubila, E. punctata, Callitris endlicheri. Sandy soil on sandstone.",,,,,,Australia,,New South Wales,,"16.5 km from Merriwa on Gungal road, on hill to west of road","16.5 km from Merriwa on Gungal road, on hill to west of road",,,,,,,,"32,14,,S,150,28,,E,",,,,,-32.23,150.47,,1000.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,holotype,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 206906,PhysicalObject,2018-11-28 12:01:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 206906,NSW 206906,Tree to 45 ft [13.7 m]. Greyish ironbark.,1875,"Pedley, L.",,buds | fruit,native,Present,sheet,,,,1965-11-14,,"In woodland of Eucalyptus tetrodonta, E. dicromophloia etc. Coarse white granitic sand. Coarse white granitic sand.",,,,,,Australia,,Queensland,,"Violet Vale, 5 miles [8 km] E of Musgrave","Violet Vale, 5 miles [8 km] E of Musgrave",,,,,,,,"14,40,,S,143,30,,E,",,,,,-14.67,143.5,,10000.0,,,,,,,,,,,,,,Corymbia nesophila (Blakely) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,nesophila,,,(Blakely) K.D.Hill & L.A.S.Johnson,
